SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlySpend,TotalServices,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,0.9576204244621995,-1.3451475808775148,-0.3788409877843382,-1.3037436427907736,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1.6101837738818572,-1.3268524381548195,-0.19462714088823518,-1.2998264229999594,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.6101837738818572,0.67729728737683,1.6732761194959362,0.6497255183316067,5,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,-0.3882914837158446,-1.5064774757958301,-0.8222248127887295,-1.5363199341995375,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.1011310283488987,-0.49026545728974086,-0.2801494836515201,-0.5833047608301308,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.22515064636093016,0.18831801824296696,-0.152847590412697,0.23560094501412138,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.2659358556996588,-0.16095288828122092,-0.2974436587163679,-0.09051744854007696,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,-0.8369287864418593,-1.2802829839515943,-0.8715043881648394,-1.2811776940210207,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.30505707504254176,-1.4881823330731347,-0.6553713176477736,-1.4842278179183686,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.0408548331355023,-0.20086956331255654,-0.8049968144141807,0.054327844232602555,5,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1.5286133552044,1.0864432064480214,1.9317843307012326,1.0072719748249466,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1.1207612618171139,-1.504814281002858,-0.49791491252929865,-1.5093828812299592,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.2642718657038131,-1.3185364641899577,-0.5923269906894377,-1.345645978189238,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,1.6101837738818572,1.6486030464726669,2.6844338883703784,1.705082416684161,6,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.285566089167874,-1.0041926483181887,-0.9951445045404421,-1.0008942044042315,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,0.8760500057847422,0.1933076026218841,0.6527874372893118,0.16327764382172708,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
0,-1.2039956704904167,0.6789604821698023,-0.8936294616215262,0.7750173493234387,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.2431168898332998,0.35463749754019924,1.0665461639364446,0.3261585589859228,5,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1.5693985645431285,0.6623285342400791,1.7038497504141492,0.7215362578082515,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0.38662749371999894,-1.4715503851434115,-0.5877607990587955,-1.3950237442638749,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0.590553540413642,-1.4782031643153006,-0.5944225858822445,-1.4861314872264315,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.3654725178494855,1.2494362961593093,1.9080048399870668,1.1716262103421866,4,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
0,-0.46986190239330183,1.31430089308523,-0.0397516266914277,1.322283541962515,4,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,-0.877713995780588,-0.9725919472517146,-0.8229086385884875,-0.8700893821519586,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,-1.285566089167874,1.1596237773388038,-0.9664458798473717,1.1557276979601423,3,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,0.9168352151234709,0.8502695458459517,1.2152010692451307,0.8896272888206687,3,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1.4878281458656715,1.0897695960339664,1.96465208688315,1.0888445269748086,4,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
1,-1.2039956704904167,0.2980888745791402,-0.9238060323979445,0.01912220137712488,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.1632104611516882,0.31638401730183613,-0.8782323516785877,0.332697125689649,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
1,-0.10279501834474433,0.14008536924676948,-0.08667090011353414,0.16267597289499935,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
0,-1.1224252518129596,0.5941375477282139,-0.8261512964131466,0.6186443033667085,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1.5693985645431285,-1.3468107756704872,-0.24924496928181092,-1.345641787631785,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,-0.14358022768347295,-0.32061958840656385,-0.2956568880782905,-0.29907322538995135,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.7944795871072851,-0.11770982366394037,0.38788214602176285,-0.1305245508795094,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.4470429365269428,0.39455417257153513,1.2983410511576456,0.4001494565193525,4,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,0.5497683310749134,-1.5131302549677197,-0.5834593141893499,-1.453761020014516,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.0000696237967737,-0.33725153633628707,-0.8171953843259931,-0.3359634122551851,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1.6101837738818572,-1.5031510862098856,-0.3831424726537838,-1.4965820252888604,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.6330027397482163,-1.4964983070379965,-0.8678867290951519,-1.5211084219343638,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-1.2039956704904167,1.432387723386265,-0.8698940887008932,1.369566456918639,5,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,-1.2447808798291453,0.6290646383806325,-0.9382325508831622,0.5622837002303605,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-0.9592844144580451,0.31139443292291896,-0.7282539125639181,0.20496484374501733,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0.7536943777685564,-0.28236610816820046,0.28153620471100804,-0.24759931496478488,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-1.081640042474231,-1.489845527866107,-0.9661811730861751,-1.5968246993312052,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.2039956704904167,0.9982938824204887,-0.8899235669647731,0.8678465780186,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,-0.6330027397482163,0.975009155318876,-0.3009730821989899,0.9848907140589632,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.10279501834474433,-0.49858143125460247,-0.3742968550504624,-0.5578004038646487,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.06200980900601573,0.20494996617269018,-0.05391343841544851,0.1674386399279,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0.5089831217361848,0.557547262282823,0.5860372156742227,0.5147271390218474,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1.2839020991720282,0.8170056499865053,1.501018194647215,0.7975943985271073,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-1.285566089167874,-0.16760566745311006,-0.9840488794669492,-0.16708881094590716,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,-1.285566089167874,0.1567173171764927,-0.9797473945975036,0.1561558246890295,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,1.1615464711558425,1.134675855444219,1.6230700704556378,1.0929810091260885,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
0,-1.285566089167874,-1.524772618518526,-1.0020489392283214,-1.5197432862182585,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.9592844144580451,-0.6482689626221115,-0.8256880595810524,-0.608580202180633,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.6101837738818572,1.6486030464726669,2.56333054512291,1.5786854758269104,6,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.285566089167874,-1.509803865381775,-1.0018504091574238,-1.5048243030351076,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,-1.0408548331355023,-0.6865224428604749,-0.872166155067831,-0.6667563429530259,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.3654725178494855,0.8535959354318963,1.694386483701369,0.9284015754168776,3,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.30505707504254176,-1.4798663591082732,-0.6816434636965412,-1.5335847872826263,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,-0.6737879490869448,0.21659232972349673,-0.47570160348554635,0.3602558029585249,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-1.2447808798291453,0.7404986895097785,-0.9293869332798406,0.8946454922550009,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1.4062577271882142,-1.3318420225337362,-0.31184811830481907,-1.367757691369011,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.34584228438127035,1.3159640878782022,0.8257512468345573,1.2141907052307013,5,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
0,0.9576204244621995,-1.499824696623941,-0.5163782091227651,-1.4883068573680476,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,1.6101837738818572,1.7151308381915598,2.524948064749396,1.5386252432054868,6,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-1.2039956704904167,0.6606653394471068,-0.8936074027247599,0.7755699042561485,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0.8760500057847422,-1.4915087226590795,-0.5240988229910007,-1.4744951767286196,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,0.7944795871072851,1.525526631792715,1.5624963399351375,1.5669560805726361,5,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.7129091684298279,0.8253216239513669,0.8885970437219954,0.7028536751116051,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,-0.7553583677644021,0.8336375979162285,-0.49056929990609155,0.6392467087148697,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,-0.22515064636093016,-0.5384981062859381,-0.383208649344083,-0.4055469619062292,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1.6101837738818572,1.0548425053815471,2.001688974553915,0.9924937615889382,4,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0,1.2023316804945712,0.3130576277158912,1.0622226201702325,0.36087742725782324,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-0.8369287864418593,-0.3522202894730381,-0.7217024202243011,-0.34307755701381737,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0.4681979123974562,0.33135277043858663,0.4313381726515465,0.31110980911402936,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
0,0.8760500057847422,0.5009986393217639,0.9139868339001077,0.526766697055658,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,1.4470429365269428,-1.4915087226590795,-0.39858370039025515,-1.475132601209817,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.5106471117320305,-1.5131302549677197,-0.8271880645611667,-1.4627196171626595,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.7129091684298279,-0.3322619519573701,0.14282986184396262,-0.41799295479054344,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.0391908431396566,-1.3451475808775148,-0.342686455984229,-1.2861268713924432,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,0.1011310283488987,0.8236584291583947,0.38437478143590714,0.8434710118442246,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-1.2447808798291453,-0.6482689626221115,-0.9747400250315336,-0.8094339202204612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1.2431168898332998,0.3596270819191164,1.0528034712509848,0.3097660959822134,4,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1.0391908431396566,1.5222002422067704,1.8689605927105606,1.5793753755920314,5,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-0.22515064636093016,-1.4748767747293563,-0.7531142892196371,-1.43507959152869,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1.5693985645431285,1.6718877735742794,2.5534261004748027,1.6207376949222974,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,1.2431168898332998,-0.21084873207039062,0.5352135175244658,-0.3076219488316375,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,1.5693985645431285,0.9434084542524017,1.9319608018753633,0.9629716335468494,3,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.34584228438127035,1.6070231766483587,1.0584505488231801,1.6406957285343846,5,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,-0.7961435771031307,0.851932740638924,-0.48053250187738517,0.9119234599585647,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.2447808798291453,0.46939793825528964,-0.9470781684864834,0.2299219082057205,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1.4470429365269428,-1.5147934497606919,-0.4401647207948958,-1.5210840445108618,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-1.285566089167874,-0.5368349114929658,-0.9889459545490872,-0.5350903961302969,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.324687308510757,1.4689780088316557,2.125527621000415,1.4742288620188975,5,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,1.6101837738818572,-1.3268524381548195,-0.21520809157127488,-1.3213069960090336,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-0.18436543702220157,-0.3322619519573701,-0.34641440953774844,-0.36914630937485216,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1.6101837738818572,-1.335168412119681,-0.1902594793284905,-1.2952678448051078,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.2447808798291453,0.8735542729475644,-0.9361148967935888,0.641851610540499,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.5922175304094877,-1.4881823330731347,-0.8380189828734631,-1.4314265894735563,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1.1207612618171139,1.3126376982922574,1.7863720832172054,1.3515807938589515,4,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
1,-0.2659358556996588,0.038630486875457865,-0.2814509585607369,-0.044294103207664734,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,-1.285566089167874,0.22490830368835835,-0.9788429798300816,0.22412008141227302,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.1632104611516882,-1.4815295539012454,-0.9762620889084143,-1.5089684650304274,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,1.4470429365269428,0.9084813635999831,1.8099309849637077,0.965510662374968,6,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,0.22348665636508452,0.6440333915173836,0.4297719909811329,0.696816285425792,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1,0.38662749371999894,1.3409120097727871,1.0185901223663176,1.4790907382235166,4,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
0,0.9984056338009281,-1.5064774757958301,-0.5100473057508118,-1.491592066488648,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0.8760500057847422,-1.1472274005138086,-0.29514953345266365,-1.1558858630291886,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.8369287864418593,0.43946043198178764,-0.5925255207603352,0.46586286447258873,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.4681979123974562,-0.11272023928502345,0.19052119665289263,-0.10017943182147275,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0.38662749371999894,0.1500645380046038,0.3388011007165504,0.26279892670192373,3,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1.6101837738818572,-1.335168412119681,-0.22974490454032434,-1.3364792335363427,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.5693985645431285,0.8702278833616195,1.7662102515727272,0.7875393336435693,6,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,-0.551432321070759,0.8236584291583947,-0.2335169758873766,0.9215607338456561,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,-0.3882914837158446,0.2914360954072513,-0.2857083256366497,0.21662455362943386,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-0.10279501834474433,-1.5131302549677197,-0.7552319433092103,-1.5120075171603284,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.1011310283488987,-1.2869357631234835,-0.5891725684518442,-1.246796936743659,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.9184992051193165,1.124696686686385,-0.58107695333858,1.07533095525094,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.285566089167874,-0.6998280012042535,-0.9911077264321932,-0.6975415463468292,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.4290766930545732,0.16004370676243765,-0.35292178408383273,0.0946715303584684,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-1.0408548331355023,-0.8761266492593198,-0.8869235570045444,-0.8251817358026762,3,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.14191623768762732,-0.3921369645043737,-0.1716638293544257,-0.4004051312824065,5,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0.060345819010170096,-1.4715503851434115,-0.6943935060275132,-1.4527541264350905,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.6101837738818572,-0.014591746499656288,1.0719064758506767,0.0220691610182411,3,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0.14191623768762732,-1.3235260485688747,-0.5997387800029439,-1.2939785499621195,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.285566089167874,0.38124861422775635,-0.9767694435340413,0.3799405724362935,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.3882914837158446,0.4743875226342068,-0.27062004024844055,0.2659220632781065,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,-0.02122459966728712,0.6689813134119684,0.15516078513637344,0.5859572256286246,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.5693985645431285,1.0066098563853503,1.9766962445175982,1.0103201435553475,4,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
1,-0.3882914837158446,0.48104030180609575,-0.20075951418929097,0.49417529874206284,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.6330027397482163,1.05650570017452,-0.30975252311201223,0.9460818558439689,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
0,-1.285566089167874,0.352974302747227,-0.9771444447790698,0.3517602708681197,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-0.8369287864418593,-1.5031510862098856,-0.8964750593043903,-1.437550739977751,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.6101837738818572,-1.4765399695223285,-0.34769382555019895,-1.4595838679195343,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.285566089167874,-1.5197830341396088,-1.0019827625380224,-1.5147702918238748,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,1.6101837738818572,1.1130543231355785,2.046645006163813,1.0394148846248357,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1.1207612618171139,0.3147208225088634,0.9542443204987652,0.30937930752931675,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.1615464711558425,-0.450348782258405,0.4209043144810451,-0.38799302642101446,4,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,-1.081640042474231,-0.6399529886572499,-0.8677543757145535,-0.3640746444567705,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.02122459966728712,0.6789604821698023,0.163565224804367,0.6056937971313344,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,-0.06200980900601573,0.7205403519941104,0.1795799838567645,0.7334509589015655,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
